UM_CODE,UM_NAMEF,global_id,UM_NAMES,UM_TRANS,UM_TYPE,UM_TM,UM_TE,UM_KLADR,,,,,,,,
10860,Комсомольская улица,58481267,Комсомольская ул.,Komsomol`skaya ulicza,1,,212,"7,70000000001522E+016",,,,,,,,
10870,Большой Златоустинский переулок,58481268,Б. Златоустинский пер.,Bol`shoj Zlatoustinskij pereulok,2,,102,"7,70000000007029E+016",,,,,,,,
10880,Малый Златоустинский переулок,58481269,М. Златоустинский пер.,Maly'j Zlatoustinskij pereulok,2,,102,"7,70000000007122E+016",,,,,,,,
10885,проезд Комсомольской Площади,58481270,пр. Комсомольской Площади,proezd Komsomol`skoj Ploshhadi,3,,104,"7,70000000003668E+016",,,,,,,,
10890,Комсомольский проспект,58481271,Комсомольский просп.,Komsomol`skij prospekt,10,,109,"7,70000000001526E+016",,,,,,,,
10895,Конаковский проезд,58481272,Конаковский пр.,Konakovskij proezd,3,,207,"7,70000000001527E+016",,,,,,,,
10900,Большой Кондратьевский переулок,58481273,Б. Кондратьевский пер.,Bol`shoj Kondrat`evskij pereulok,2,,106,"7,70000000001528E+016",,,,,,,,
10920,Средний Кондратьевский переулок,58481274,Ср. Кондратьевский пер.,Srednij Kondrat`evskij pereulok,2,,106,"7,70000000001529E+016",,,,,,,,
10930,улица Кондратюка,58481275,ул. Кондратюка,ulicza Kondratyuka,1,,310,"7,7000000000153E+016",,,,,,,,
10940,Кондрашёвский тупик,58481276,Кондрашёвский туп.,Kondrashyovskij tupik,7,,102,"7,70000000003669E+016",,,,,,,,
10945,улица Маршала Конева,58481277,ул. Маршала Конева,ulicza Marshala Koneva,1,,907,"7,70000000001531E+016",,,,,,,,
10946,улица Конёнкова,58481278,ул. Конёнкова,ulicza Konyonkova,1,,304,"7,70000000001532E+016",,,,,,,,
10950,Конный переулок,58481279,Конный пер.,Konny'j pereulok,2,,110,610,"7,70000000001533E+016",,,,,,,
10960,улица Коновалова,58481280,ул. Коновалова,ulicza Konovalova,1,,513,"7,70000000000007E+016",,,,,,,,
10970,улица Константинова,58481281,ул. Константинова,ulicza Konstantinova,1,,301,"7,70000000001534E+016",,,,,,,,
11000,Конюшковская улица,58481282,Конюшковская ул.,Konyushkovskaya ulicza,1,,101,106,"7,70000000001535E+016",,,,,,,
11010,Большой Конюшковский переулок,58481283,Б. Конюшковский пер.,Bol`shoj Konyushkovskij pereulok,2,,106,"7,70000000001536E+016",,,,,,,,
11015,Малый Конюшковский переулок,58481284,М. Конюшковский пер.,Maly'j Konyushkovskij pereulok,2,,106,"7,70000000001537E+016",,,,,,,,
11020,Кооперативная улица,58481285,Кооперативная ул.,Kooperativnaya ulicza,1,,109,"7,70000000007206E+016",,,,,,,,
11035,улица Николая Коперника,58481286,ул. Николая Коперника,ulicza Nikolaya Kopernika,1,,702,"7,70000000003327E+016",,,,,,,,
11040,Коптевская улица,58481287,Коптевская ул.,Koptevskaya ulicza,1,,210,"7,70000000000371E+016",,,,,,,,
11060,Коптевский бульвар,58481288,Коптевский бульв.,Koptevskij bul`var,8,,210,"7,70000000000363E+016",,,,,,,,
11070,Большой Коптевский проезд,58481289,Б. Коптевский пр.,Bol`shoj Koptevskij proezd,3,,201,"7,70000000001539E+016",,,,,,,,
11080,Малый Коптевский проезд,58481290,М. Коптевский пр.,Maly'j Koptevskij proezd,3,,201,"7,7000000000154E+016",,,,,,,,
11100,2-й Коптельский переулок,58481291,2-й Коптельский пер.,Vtoroj Koptel`skij pereulok,2,,104,"7,70000000003328E+016",,,,,,,,
11105,1-й Коптельский переулок,58481292,1-й Коптельский пер.,Pervy'j Koptel`skij pereulok,2,,104,105,"7,70000000000641E+016",,,,,,,
11120,Копьёвский переулок,58481293,Копьёвский пер.,Kop`yovskij pereulok,2,,108,"7,70000000000556E+016",,,,,,,,
11140,Коренная улица,58481294,Коренная ул.,Korennaya ulicza,1,,411,413,"7,70000000000407E+016",,,,,,,
11145,улица Корнейчука,58481295,ул. Корнейчука,ulicza Kornejchuka,1,,304,"7,70000000001542E+016",,,,,,,,
11150,Коробейников переулок,58481296,Коробейников пер.,Korobejnikov pereulok,2,,109,"7,70000000007093E+016",,,,,,,,
11160,Коровинский проезд,58481297,Коровинский пр.,Korovinskij proezd,3,,203,"7,70000000004288E+016",,,,,,,,
11170,Коровинское шоссе,58481298,Коровинское ш.,Korovinskoe shosse,6,,203,208,209,"7,70000000000334E+016",,,,,,
11180,улица Академика Королёва,58481299,ул. Академика Королёва,ulicza Akademika Korolyova,1,,308,310,215,305,"7,70000000001545E+016",,,,,
11190,улица Короленко,58481300,ул. Короленко,ulicza Korolenko,1,,418,"7,70000000001546E+016",,,,,,,,
11220,улица Павла Корчагина,58481301,ул. Павла Корчагина,ulicza Pavla Korchagina,1,,301,"7,70000000003329E+016",,,,,,,,
11230,Косинская улица,58481302,Косинская ул.,Kosinskaya ulicza,1,,404,"7,700000000004E+016",,,,,,,,
11235,Большая Косинская улица,58481303,Б. Косинская ул.,Bol`shaya Kosinskaya ulicza,1,,409,"7,70000000000383E+016",,,,,,,,
11237,Косинская эстакада,58481304,Косинская эстакада,Kosinskaya e'stakada,13,,409,"7,70000000007819E+016",,,,,,,,
11238,Косинское шоссе,58481305,Косинское ш.,Kosinskoe shosse,6,,409,"7,70000000007522E+016",,,,,,,,
11240,улица Зои и Александра Космодемьянских,58481306,ул. Зои и Александра Космодемьянских,ulicza Zoi i Aleksandra Kosmodem`yanskix,1,,205,210,"7,70000000000352E+016",,,,,,,
11260,улица Космонавтов,58481307,ул. Космонавтов,ulicza Kosmonavtov,1,,301,"7,70000000001549E+016",,,,,,,,
11265,аллея Космонавтов,58481308,аллея Космонавтов,alleya Kosmonavtov,9,,310,"7,70000000004078E+016",,,,,,,,
11280,улица Костикова,58481309,ул. Костикова,ulicza Kostikova,1,,106,"7,7000000000155E+016",,,,,,,,
11290,Костомаровская набережная,58481310,Костомаровская наб.,Kostomarovskaya naberezhnaya,5,,107,"7,70000000001551E+016",,,,,,,,
11300,Костомаровский переулок,58481311,Костомаровский пер.,Kostomarovskij pereulok,2,,107,"7,70000000001552E+016",,,,,,,,
11310,Костромская улица,58481312,Костромская ул.,Kostromskaya ulicza,1,,302,304,"7,70000000001553E+016",,,,,,,
11320,улица Костякова,58481313,ул. Костякова,ulicza Kostyakova,1,,215,"7,70000000001554E+016",,,,,,,,
11330,Костянский переулок,58481314,Костянский пер.,Kostyanskij pereulok,2,,104,"7,70000000000642E+016",,,,,,,,
11335,улица Косыгина,58481315,ул. Косыгина,ulicza Kosy'gina,1,,702,815,"7,70000000001555E+016",,,,,,,
11340,Котельническая набережная,58481316,Котельническая наб.,Kotel`nicheskaya naberezhnaya,5,,107,"7,70000000001556E+016",,,,,,,,
11360,1-й Котельнический переулок,58481317,1-й Котельнический пер.,Pervy'j Kotel`nicheskij pereulok,2,,107,"7,70000000001557E+016",,,,,,,,
11370,2-й Котельнический переулок,58481318,2-й Котельнический пер.,Vtoroj Kotel`nicheskij pereulok,2,,107,"7,70000000001558E+016",,,,,,,,
11380,3-й Котельнический переулок,58481319,3-й Котельнический пер.,Tretij Kotel`nicheskij pereulok,2,,107,"7,70000000001559E+016",,,,,,,,
11390,4-й Котельнический переулок,58481320,4-й Котельнический пер.,Chetvyorty'j Kotel`nicheskij pereulok,2,,107,"7,7000000000156E+016",,,,,,,,
11395,5-й Котельнический переулок,58481321,5-й Котельнический пер.,Pyaty'j Kotel`nicheskij pereulok,2,,107,"7,70000000001561E+016",,,,,,,,
11400,Котельный проезд,58481322,Котельный пр.,Kotel`ny'j proezd,3,,508,"7,7000000000367E+016",,,,,,,,
11420,Котляковская улица,58481323,Котляковская ул.,Kotlyakovskaya ulicza,1,,612,"7,70000000003671E+016",,,,,,,,
11430,1-й Котляковский переулок,58481324,1-й Котляковский пер.,Pervy'j Kotlyakovskij pereulok,2,,612,618,"7,70000000003672E+016",,,,,,,
11431,2-й Котляковский переулок,58481325,2-й Котляковский пер.,Vtoroj Kotlyakovskij pereulok,2,,612,"7,70000000003673E+016",,,,,,,,
11440,Котляковский проезд,58481326,Котляковский пр.,Kotlyakovskij proezd,3,,612,"7,70000000007761E+016",,,,,,,,
11450,улица Коцюбинского,58481327,ул. Коцюбинского,ulicza Koczyubinskogo,1,,807,"7,70000000001563E+016",,,,,,,,
11460,Кочновский проезд,58481328,Кочновский пр.,Kochnovskij proezd,3,,201,"7,70000000001564E+016",,,,,,,,
11470,улица Кошкина,58481329,ул. Кошкина,ulicza Koshkina,1,,612,"7,70000000000499E+016",,,,,,,,
11475,проезд Кошкина,58481330,пр. Кошкина,proezd Koshkina,3,,606,"7,70000000003674E+016",,,,,,,,
11480,улица Коштоянца,58481331,ул. Коштоянца,ulicza Koshtoyancza,1,,814,817,"7,70000000001565E+016",,,,,,,
11490,улица Кравченко,58481332,ул. Кравченко,ulicza Kravchenko,1,,706,814,"7,70000000001566E+016",,,,,,,
11520,улица Крамского,58481333,ул. Крамского,ulicza Kramskogo,1,,214,"7,70000000001567E+016",,,,,,,,
11530,Крапивенский переулок,58481334,Крапивенский пер.,Krapivenskij pereulok,2,,108,"7,70000000000559E+016",,,,,,,,
11545,переулок Красина,58481335,пер. Красина,pereulok Krasina,2,,106,"7,7000000000157E+016",,,,,,,,
11550,улица Красина,58481336,ул. Красина,ulicza Krasina,1,,106,"7,70000000001571E+016",,,,,,,,
11554,1-й Красковский проезд,58481337,1-й Красковский пр.,Pervy'j Kraskovskij proezd,3,,409,"7,70000000000402E+016",,,,,,,,
11556,2-й Красковский проезд,58481338,2-й Красковский пр.,Vtoroj Kraskovskij proezd,3,,409,"7,70000000000403E+016",,,,,,,,
11557,Красковская улица,58481339,Красковская ул.,Kraskovskaya ulicza,1,,409,"7,70000000000401E+016",,,,,,,,
11560,Красная площадь,58481340,Красная пл.,Krasnaya ploshhad`,4,,108,"7,70000000001575E+016",,,,,,,,
11570,улица Красная Пресня,58481341,ул. Красная Пресня,ulicza Krasnaya Presnya,1,,106,"7,70000000001574E+016",,,,,,,,
11580,улица Красная Сосна,58481342,ул. Красная Сосна,ulicza Krasnaya Sosna,1,,317,"7,70000000001589E+016",,,,,,,,
11620,Красноармейская улица,58481343,Красноармейская ул.,Krasnoarmejskaya ulicza,1,,201,"7,70000000001577E+016",,,,,,,,
11660,Краснобогатырская улица,58481344,Краснобогатырская ул.,Krasnobogaty'rskaya ulicza,1,,403,415,"7,70000000001578E+016",,,,,,,
11670,Красноворотский проезд,58481345,Красноворотский пр.,Krasnovorotskij proezd,3,,104,"7,70000000000643E+016",,,,,,,,
11680,3-я Красногвардейская улица,58481346,3-я Красногвардейская ул.,Tret`ya Krasnogvardejskaya ulicza,1,,106,"7,70000000001579E+016",,,,,,,,
11690,Красногвардейский бульвар,58481347,Красногвардейский бульв.,Krasnogvardejskij bul`var,8,,106,"7,70000000001583E+016",,,,,,,,
11700,1-й Красногвардейский проезд,58481348,1-й Красногвардейский пр.,Pervy'j Krasnogvardejskij proezd,3,,106,"7,7000000000158E+016",,,,,,,,
11710,2-й Красногвардейский проезд,58481349,2-й Красногвардейский пр.,Vtoroj Krasnogvardejskij proezd,3,,106,"7,70000000001581E+016",,,,,,,,
11730,Тестовская улица,58481350,Тестовская ул.,Testovskaya ulicza,1,,106,"7,70000000007395E+016",,,,,,,,
11750,1-й Красногорский проезд,58481351,1-й Красногорский пр.,Pervy'j Krasnogorskij proezd,3,,907,"7,70000000001585E+016",,,,,,,,
11751,2-й Красногорский проезд,58481352,2-й Красногорский пр.,Vtoroj Krasnogorskij proezd,3,,907,"7,70000000001586E+016",,,,,,,,
11752,3-й Красногорский проезд,58481353,3-й Красногорский пр.,Tretij Krasnogorskij proezd,3,,907,"7,70000000001587E+016",,,,,,,,
11753,4-й Красногорский проезд,58481354,4-й Красногорский пр.,Chetvyorty'j Krasnogorskij proezd,3,,907,"7,70000000001588E+016",,,,,,,,
11780,Краснодарская улица,58481355,Краснодарская ул.,Krasnodarskaya ulicza,1,,508,"7,70000000000177E+016",,,,,,,,
11785,Краснодарский проезд,58481356,Краснодарский пр.,Krasnodarskij proezd,3,,508,"7,70000000007248E+016",,,,,,,,
11790,Краснодонская улица,58481357,Краснодонская ул.,Krasnodonskaya ulicza,1,,506,508,514,"7,70000000000178E+016",,,,,,
11800,Красноказарменная набережная,58481358,Красноказарменная наб.,Krasnokazarmennaya naberezhnaya,5,,507,"7,7000000000159E+016",,,,,,,,
11810,Красноказарменная площадь,58481359,Красноказарменная пл.,Krasnokazarmennaya ploshhad`,4,,507,"7,70000000000292E+016",,,,,,,,
11820,Красноказарменная улица,58481360,Красноказарменная ул.,Krasnokazarmennaya ulicza,1,,507,"7,70000000000287E+016",,,,,,,,
11830,Красноказарменный проезд,58481361,Красноказарменный пр.,Krasnokazarmenny'j proezd,3,,507,"7,70000000000293E+016",,,,,,,,
11840,Краснокурсантская площадь,58481362,Краснокурсантская пл.,Krasnokursantskaya ploshhad`,4,,507,"7,70000000003676E+016",,,,,,,,
11850,1-й Краснокурсантский проезд,58481363,1-й Краснокурсантский пр.,Pervy'j Krasnokursantskij proezd,3,,507,"7,70000000000288E+016",,,,,,,,
11860,2-й Краснокурсантский проезд,58481364,2-й Краснокурсантский пр.,Vtoroj Krasnokursantskij proezd,3,,507,"7,70000000003677E+016",,,,,,,,
11863,Краснолиманская улица,58481365,Краснолиманская ул.,Krasnolimanskaya ulicza,1,,711,"7,70000000001591E+016",,,,,,,,
11865,Краснополянская улица,58481366,Краснополянская ул.,Krasnopolyanskaya ulicza,1,,209,"7,70000000000343E+016",,,,,,,,
11870,Краснопресненская набережная,58481367,Краснопресненская наб.,Krasnopresnenskaya naberezhnaya,5,,106,"7,70000000001592E+016",,,,,,,,
11880,площадь Краснопресненская Застава,58481368,пл. Краснопресненская Застава,ploshhad` Krasnopresnenskaya Zastava,4,,106,"7,70000000003678E+016",,,,,,,,
11890,Краснопролетарская улица,58481369,Краснопролетарская ул.,Krasnoproletarskaya ulicza,1,,108,"7,7000000000056E+016",,,,,,,,
